Customer ID,Name,First order date,Total orders,Total revenue,Average order value,Time to 2nd purchase,Last purchase date,Acquisition channel (first touch),RePurchased,city,tier
CUST-0000188,Pratyush Agate,2022-10-16,1,1877,1877.0,,2022-10-16,Meta,N,Indore , Tier 2
CUST-0000190,Isaiah Dhar,2023-12-15,1,1703,1703.0,,2023-12-15,Meta,N,Surat , Tier 2
CUST-0000194,Akshay Gulati,2025-05-18,1,2590,2590.0,,2025-05-18,Influencer,N,Delhi , Tier 1
CUST-0000197,Oeshi Som,2024-11-17,1,2837,2837.0,,2024-11-17,Instagram DM,N,Kanpur , Tier 2
CUST-0000198,Zansi Dada,2024-12-16,1,2435,2435.0,,2024-12-16,Instagram DM,N,Bengaluru , Tier 1
CUST-0000201,Yashoda Tara,2022-04-01,2,3981,1990.5,295.0,2023-01-22,Meta,Y,Rajkot , Tier 2
CUST-0000208,Harrison Lalla,2023-11-22,1,1639,1639.0,,2023-11-22,Meta,N,Delhi , Tier 1
CUST-0000209,Anthony Gopal,2023-06-30,1,1626,1626.0,,2023-06-30,Influencer,N,Rajkot , Tier 2
CUST-0000210,Jacob Sunder,2023-04-24,3,7672,2557.33,54.0,2025-02-11,Meta,Y,Indore , Tier 2
CUST-0000212,Lakshmi Mammen,2023-09-28,2,4531,2265.5,7.0,2023-10-05,Google,Y,Ahmedabad , Tier 1
CUST-0000215,Wriddhish Soni,2024-03-28,1,2723,2723.0,,2024-03-28,Influencer,N,Hyderabad , Tier 1
CUST-0000216,Janya Hayer,2024-05-05,1,3622,3622.0,,2024-05-05,Google,N,Bengaluru , Tier 1
CUST-0000217,Leena Palla,2022-07-02,4,9397,2349.25,55.0,2025-07-12,Meta,Y,Ludhiana , Tier 2
CUST-0000218,Ekalinga Bhatia,2022-06-02,1,1723,1723.0,,2022-06-02,Meta,N,Mumbai , Tier 1
CUST-0000222,Liam Peri,2023-08-18,2,5010,2505.0,843.0,2025-12-09,Instagram DM,Y,Noida , Tier 2
CUST-0000223,Oliver Bal,2022-03-04,3,5928,1976.0,241.0,2024-03-28,Influencer,Y,Mumbai , Tier 1
CUST-0000224,Vyanjana Sundaram,2023-06-27,3,7996,2665.33,245.0,2025-11-20,Meta,Y,Visakhapatnam , Tier 2
CUST-0000225,George Thakur,2022-04-30,2,3564,1782.0,429.0,2023-07-03,Influencer,Y,Jaipur , Tier 2
CUST-0000229,Garima Gandhi,2024-03-06,1,2187,2187.0,,2024-03-06,Email/SMS,N,Pune , Tier 1
CUST-0000230,Pallavi Bhavsar,2023-04-06,1,2035,2035.0,,2023-04-06,Google,N,Bhubaneswar , Tier 2
CUST-0000231,Girindra Bala,2022-10-01,3,6445,2148.33,367.0,2024-04-28,Offline (Friends/Family),Y,Mumbai , Tier 1
CUST-0000232,Mugdha Babu,2024-08-21,3,8063,2687.67,369.0,2025-10-18,Google,Y,Patna , Tier 2
CUST-0000233,Aishani Varty,2023-06-02,1,2507,2507.0,,2023-06-02,Meta,N,Mumbai , Tier 1
CUST-0000234,Riya Mody,2022-10-28,2,4426,2213.0,704.0,2024-10-02,Meta,Y,Mumbai , Tier 1
CUST-0000237,Damini Madan,2022-11-20,3,8752,2917.33,403.0,2025-01-25,Organic Instagram,Y,Ludhiana , Tier 2
CUST-0000243,Wridesh Bhargava,2025-05-20,1,3661,3661.0,,2025-05-20,Meta,N,Surat , Tier 2
CUST-0000244,William Bhatia,2022-03-16,1,1799,1799.0,,2022-03-16,Meta,N,Mysuru , Tier 2
CUST-0000248,Chakradev Nagy,2022-08-08,1,2006,2006.0,,2022-08-08,Offline (Friends/Family),N,Delhi , Tier 1
CUST-0000249,Samuel Mukherjee,2025-10-11,1,3172,3172.0,,2025-10-11,Meta,N,Gurgaon , Tier 2
CUST-0000251,Oni Wadhwa,2023-12-14,1,2628,2628.0,,2023-12-14,Meta,N,Delhi , Tier 1
CUST-0000252,Chandran Solanki,2023-09-27,2,4762,2381.0,678.0,2025-08-05,Organic Instagram,Y,Indore , Tier 2
CUST-0000253,Xiti Oommen,2025-02-05,1,3480,3480.0,,2025-02-05,Meta,N,Chennai , Tier 1
CUST-0000254,Hitesh Trivedi,2024-11-25,2,5490,2745.0,20.0,2024-12-15,Organic Instagram,Y,Pune , Tier 1
CUST-0000255,Gaurav Ganesan,2022-07-31,3,9207,3069.0,594.0,2025-03-26,Google,Y,Kanpur , Tier 2
CUST-0000256,Unnati Gopal,2024-03-02,1,3117,3117.0,,2024-03-02,Organic Instagram,N,Nashik , Tier 2
CUST-0000258,Panini Nagarajan,2022-11-18,3,7632,2544.0,728.0,2025-10-17,Google,Y,Patna , Tier 2
CUST-0000259,Irya Iyengar,2023-04-17,1,2519,2519.0,,2023-04-17,Google,N,Bengaluru , Tier 1
CUST-0000260,Aahana Varty,2023-04-04,3,10405,3468.33,621.0,2025-06-24,Meta,Y,Dehradun , Tier 2
CUST-0000261,Indrajit Chad,2023-08-05,2,5119,2559.5,609.0,2025-04-06,Email/SMS,Y,Ahmedabad , Tier 1
CUST-0000262,Amrita Saha,2023-07-08,4,11170,2792.5,472.0,2025-08-19,Email/SMS,Y,Jaipur , Tier 2
CUST-0000265,Mason Pall,2023-07-22,1,2098,2098.0,,2023-07-22,Meta,N,Delhi , Tier 1
CUST-0000266,Charvi Zacharia,2022-02-12,3,6603,2201.0,361.0,2025-01-22,Organic Instagram,Y,Pune , Tier 1
CUST-0000268,Sachi Sood,2023-01-19,2,4674,2337.0,385.0,2024-02-08,Organic Instagram,Y,Mysuru , Tier 2
CUST-0000272,Veer Pandit,2025-12-10,1,2836,2836.0,,2025-12-10,Influencer,N,Nashik , Tier 2
CUST-0000273,Henry Raja,2023-01-01,2,5055,2527.5,545.0,2024-06-29,Influencer,Y,Bengaluru , Tier 1
CUST-0000274,Nirja Gola,2024-07-28,2,6531,3265.5,472.0,2025-11-12,Organic Instagram,Y,Delhi , Tier 1
CUST-0000276,Yachana Rai,2022-08-29,1,1429,1429.0,,2022-08-29,Meta,N,Delhi , Tier 1
CUST-0000278,Siddharth Atwal,2023-01-15,2,4233,2116.5,316.0,2023-11-27,Meta,Y,Vadodara , Tier 2
CUST-0000279,Patrick Narasimhan,2023-10-16,2,4943,2471.5,13.0,2023-10-29,Offline (Friends/Family),Y,Kolkata , Tier 1
CUST-0000280,Harinakshi Nath,2025-08-26,3,9678,3226.0,2.0,2025-11-30,Meta,Y,Pune , Tier 1
CUST-0000281,Gagan Basu,2024-08-05,1,2790,2790.0,,2024-08-05,Meta,N,Mysuru , Tier 2
CUST-0000284,Dalaja Lata,2024-01-19,1,2387,2387.0,,2024-01-19,Google,N,Kochi , Tier 2
CUST-0000286,Ansh Dubey,2024-12-21,1,2439,2439.0,,2024-12-21,Meta,N,Delhi , Tier 1
CUST-0000287,Vasudha Bahl,2023-08-02,2,5113,2556.5,537.0,2025-01-21,Meta,Y,Bengaluru , Tier 1
CUST-0000288,Ethan Wable,2023-10-19,2,5227,2613.5,663.0,2025-08-12,Influencer,Y,Lucknow , Tier 2
CUST-0000289,Pooja Kanda,2025-11-07,1,2293,2293.0,,2025-11-07,Organic Instagram,N,Surat , Tier 2
CUST-0000290,Janya Bawa,2025-12-28,1,3231,3231.0,,2025-12-28,Influencer,N,Delhi , Tier 1
CUST-0000293,Triveni Varghese,2024-08-21,2,5220,2610.0,460.0,2025-11-24,Meta,Y,Bhopal , Tier 2
CUST-0000294,Aryan Krishnamurthy,2024-02-17,1,2063,2063.0,,2024-02-17,Google,N,Bengaluru , Tier 1
CUST-0000295,Darsh Gaba,2023-12-22,3,9247,3082.33,437.0,2025-05-16,Influencer,Y,Gurgaon , Tier 2
CUST-0000296,Raagini Bhandari,2024-10-22,2,5336,2668.0,203.0,2025-05-13,Influencer,Y,Kolkata , Tier 1
CUST-0000297,Ekani Chhabra,2023-07-29,1,2798,2798.0,,2023-07-29,Email/SMS,N,Vadodara , Tier 2
CUST-0000298,Vrinda Gera,2023-10-10,1,2483,2483.0,,2023-10-10,Meta,N,Vadodara , Tier 2
CUST-0000299,Devansh Dara,2022-02-13,1,1544,1544.0,,2022-02-13,Organic Instagram,N,Hyderabad , Tier 1
CUST-0000300,Benjamin Korpal,2022-12-23,2,3648,1824.0,273.0,2023-09-22,Email/SMS,Y,Hyderabad , Tier 1
CUST-0000304,Warinder Saran,2024-12-14,2,6851,3425.5,315.0,2025-10-26,Meta,Y,Pune , Tier 1
CUST-0000305,Anita Balasubramanian,2024-04-15,6,18057,3009.5,14.0,2025-03-19,Influencer,Y,Jaipur , Tier 2
CUST-0000306,Vincent Yadav,2025-01-24,1,3283,3283.0,,2025-01-24,Meta,N,Vadodara , Tier 2
CUST-0000307,Abeer Yohannan,2024-08-09,2,6977,3488.5,373.0,2025-08-18,Organic Instagram,Y,Kolkata , Tier 1
CUST-0000308,Omya Kapadia,2022-05-26,6,14924,2487.33,218.0,2025-12-12,Meta,Y,Patna , Tier 2
CUST-0000309,Zarna Sawhney,2025-10-25,1,3936,3936.0,,2025-10-25,Organic Instagram,N,Mumbai , Tier 1
CUST-0000310,Yatin Dhar,2024-01-01,1,2477,2477.0,,2024-01-01,Meta,N,Bengaluru , Tier 1
CUST-0000313,Triya Varkey,2025-03-13,1,3780,3780.0,,2025-03-13,Meta,N,Ahmedabad , Tier 1
CUST-0000315,Noah Doctor,2023-07-06,3,7402,2467.33,263.0,2025-10-15,Offline (Friends/Family),Y,Bhubaneswar , Tier 2
CUST-0000316,Yashvi Shanker,2025-02-28,1,2580,2580.0,,2025-02-28,Google,N,Bengaluru , Tier 1
CUST-0000317,Girik Kothari,2023-10-14,1,2090,2090.0,,2023-10-14,Meta,N,Noida , Tier 2
CUST-0000318,Vinaya Behl,2023-10-06,2,5808,2904.0,404.0,2024-11-14,Email/SMS,Y,Hyderabad , Tier 1
CUST-0000319,Dominic Sant,2022-02-12,1,1599,1599.0,,2022-02-12,Organic Instagram,N,Ranchi , Tier 2
CUST-0000320,Udyati Dyal,2023-12-24,2,5110,2555.0,199.0,2024-07-10,Meta,Y,Hyderabad , Tier 1
CUST-0000321,Lajita Sanghvi,2023-12-01,1,2214,2214.0,,2023-12-01,Meta,N,Lucknow , Tier 2
CUST-0000322,Michael Uppal,2023-02-18,1,2103,2103.0,,2023-02-18,Meta,N,Bhopal , Tier 2
CUST-0000324,Omaja Pingle,2022-04-11,2,4422,2211.0,1233.0,2025-08-27,Meta,Y,Pune , Tier 1
CUST-0000327,Widisha Bobal,2024-12-07,1,2470,2470.0,,2024-12-07,Influencer,N,Mumbai , Tier 1
CUST-0000328,Bakhshi Sharma,2024-12-05,1,2723,2723.0,,2024-12-05,Email/SMS,N,Jaipur , Tier 2
CUST-0000330,Farhan Gill,2024-04-15,1,2532,2532.0,,2024-04-15,Google,N,Coimbatore , Tier 2
CUST-0000333,Veda Dewan,2022-12-05,1,1912,1912.0,,2022-12-05,Google,N,Delhi , Tier 1
CUST-0000334,Nikita Pant,2024-07-24,2,6219,3109.5,72.0,2024-10-04,Google,Y,Mumbai , Tier 1
CUST-0000336,Ubika Mann,2024-09-20,2,5389,2694.5,56.0,2024-11-15,Email/SMS,Y,Gurgaon , Tier 2
CUST-0000337,Qushi Murty,2025-09-01,1,3957,3957.0,,2025-09-01,Meta,N,Delhi , Tier 1
CUST-0000338,Forum Sachar,2023-01-14,5,11640,2328.0,98.0,2024-03-09,Meta,Y,Bhubaneswar , Tier 2
CUST-0000340,Ladli Ram,2023-10-29,1,2189,2189.0,,2023-10-29,Instagram DM,N,Ranchi , Tier 2
CUST-0000341,Karan Nadig,2024-08-17,1,2485,2485.0,,2024-08-17,Influencer,N,Jaipur , Tier 2
CUST-0000342,Timothy Raval,2022-10-07,2,5315,2657.5,1126.0,2025-11-06,Meta,Y,Rajkot , Tier 2
CUST-0000344,Jagdish Mani,2023-11-09,2,4769,2384.5,68.0,2024-01-16,Meta,Y,Lucknow , Tier 2
CUST-0000345,Bimala Nagar,2024-07-26,1,3075,3075.0,,2024-07-26,Influencer,N,Lucknow , Tier 2
CUST-0000346,Ubika Yohannan,2023-02-14,2,4710,2355.0,189.0,2023-08-22,Influencer,Y,Surat , Tier 2
CUST-0000347,Oscar Saxena,2022-01-16,1,1503,1503.0,,2022-01-16,Google,N,Bhubaneswar , Tier 2
CUST-0000348,Bhavini Nagarajan,2024-10-09,1,2811,2811.0,,2024-10-09,Google,N,Patna , Tier 2
